name,value,year,rank
Nissan,12213.0,2018.0,40
Volkswagen,12212.3000000001,2015.3,36
Samsung,12211.5999999999,2003.8,19
UPS,12210.1999999999,2008.4,27
Budweiser,12210.1,2009.9,27
Accenture,12208.2,2016.4,37
NESCAFÉ,12206.1,2004.9,21
HSBC,12204.2999999999,2006.3,22
Nike,12203.7,2007.3,25
SAP,12203.6,2008.2,29
NESCAFÉ,12202.8,2003.3,19
Volkswagen,12201.0,2018.0,41
Pepsi,12199.2,2004.4,19
IKEA,12197.2,2009.4,26
UPS,12195.4,2007.3,26
SAP,12191.4,2008.3,29
Audi,12187.0,2018.0,42
HSBC,12183.0,2013.0,32
UPS,12181.0,2010.5,28
Sony,12179.8000000001,2006.4,23
SAP,12179.2,2008.4,28
NESCAFÉ,12178.7999999999,2010.9,29
Budweiser,12176.0,2011.2,28
IKEA,12175.0,2010.5,29
Kellogg's,12174.0,2015.5,36
NESCAFÉ,12171.9000000001,2014.9,36
NESCAFÉ,12171.2,2004.8,21
SAP,12170.9999999999,2009.1,25
Hyundai,12170.8000000001,2015.7,37
Audi,12170.6,2017.9,39
Budweiser,12168.8000000001,2012.4,29
Budweiser,12168.2,2009.8,27
SAP,12167.0,2008.5,27
Pepsi,12165.9,2004.3,19
Pampers,12165.5,2012.5,30
Accenture,12164.4,2016.3,37
Kellogg's,12159.8999999999,2012.1,28
Volkswagen,12158.4000000002,2013.4,33
NESCAFÉ,12158.4,2003.4,19
Sony,12157.5000000001,2004.3,20
J.P. Morgan,12156.0,2013.7,35
SAP,12154.8,2008.6,27
Audi,12154.2,2017.8,39
Oracle,12152.6000000001,2001.1,20
Oracle,12151.3,2006.7,24
IKEA,12148.9,2009.3,26
J.P. Morgan,12147.2,2011.3,27
IKEA,12146.5,2011.3,28
Nissan,12145.1000000001,2017.9,40
SAP,12142.6,2008.7,27
Amazon,12139.3999999999,2010.8,29
Budweiser,12138.0,2011.3,29
Audi,12137.8,2017.7,38
Nike,12136.8,2007.2,25
NESCAFÉ,12136.3,2004.7,21
UPS,12134.6,2007.2,26
Volkswagen,12133.1000000001,2017.9,41
Pepsi,12132.6,2004.2,20
Ford,12131.6000000001,2015.4,36
SAP,12130.4,2008.8,27
Budweiser,12126.3,2009.7,27
Zara,12126.0,2014.0,36
Audi,12121.4,2017.6,38
Accenture,12120.6,2016.2,37
SAP,12118.2,2008.9,25
Sony,12115.9999999999,2008.9,26
NESCAFÉ,12115.0,2011.0,29
NESCAFÉ,12114.0,2003.5,19
IKEA,12112.6000000001,2010.6,29
Apple,12111.8000000002,2007.4,27
UPS,12110.0000000001,2010.4,29
Ford,12107.5,2005.5,21
UPS,12107.5,2008.5,28
SAP,12106.0,2009.0,25
Audi,12105.0,2017.5,38
Philips,12104.0,2018.0,43
HSBC,12102.5000000001,2012.9,32
HSBC,12101.7999999999,2014.7,36
NESCAFÉ,12101.4,2004.6,21
Volkswagen,12101.3999999999,2015.4,37
IKEA,12100.6,2009.2,26
Budweiser,12100.0,2011.4,28
Pepsi,12099.3,2004.1,20
Budweiser,12094.6,2012.3,29
SAP,12090.2000000001,2007.9,28
HSBC,12089.7999999998,2008.4,29
Audi,12088.6,2017.4,38
NESCAFÉ,12086.8,2014.8,36
Budweiser,12084.4,2009.6,27
Kellogg's,12081.4000000001,2015.6,36
Oracle,12081.2,2001.2,20
Hermès,12077.3999999998,2015.6,37
Nissan,12077.2,2017.8,40
Accenture,12076.8,2016.1,37
UPS,12073.7999999999,2007.1,25
Audi,12072.2,2017.3,38
Nike,12069.8999999999,2007.1,26
NESCAFÉ,12069.6,2003.6,19
Kellogg's,12068.0,2012.0,28
NESCAFÉ,12066.5,2004.5,20
Pepsi,12066.0,2004.0,20
Volkswagen,12065.2,2017.8,41
Budweiser,12062.0,2011.5,28
Sony,12058.5999999999,2006.3,23
J.P. Morgan,12055.9999999999,2013.6,34
Audi,12055.8,2017.2,38
eBay,12054.5,2012.5,31
Oracle,12052.3999999999,2006.6,24
IKEA,12052.3,2009.1,26
IKEA,12052.0,2011.2,29
J.P. Morgan,12050.5999999999,2011.4,29
IKEA,12050.2,2010.7,29
Gucci,12050.1000000001,2017.7,39
Philips,12045.5000000001,2017.9,42
Hyundai,12045.3999999999,2015.6,38
Budweiser,12042.5,2009.5,27
Samsung,12040.9000000001,2003.7,19
Audi,12039.4,2017.1,38
UPS,12039.0,2010.3,29
J.P. Morgan,12037.6000000003,2009.9,28
Pepsi,12037.1,2003.9,20
Accenture,12033.0,2016.0,37
NESCAFÉ,12031.6,2004.4,20
Canon,12029.0,2012.0,29
NESCAFÉ,12025.2,2003.7,20
Budweiser,12024.0,2011.6,28
Audi,12023.0,2017.0,38
HSBC,12022.0,2012.8,32
Budweiser,12020.4,2012.2,29
UPS,12013.0,2007.0,25
NESCAFÉ,12012.4000000001,2011.1,29
HSBC,12010.2000000001,2006.2,22
Oracle,12009.8,2001.3,20
Nissan,12009.3,2017.7,40
Pepsi,12008.2,2003.8,20
UPS,12004.8000000001,2008.6,28
IKEA,12004.0,2009.0,26
Nike,12003.0,2007.0,26
NESCAFÉ,12001.7,2014.7,37
Budweiser,12000.6,2009.4,27
Audi,12000.6,2016.9,38
Kellogg's,11998.4000000001,2011.9,28
Canon,11997.6,2011.9,29
Volkswagen,11997.3,2017.7,41
NESCAFÉ,11996.7,2004.3,21
Zara,11995.5000000001,2013.9,36
Ford,11993.1999999999,2015.3,37
Pampers,11991.6000000002,2012.4,30
Volkswagen,11990.5,2015.5,37
Kellogg's,11988.8,2015.7,38
IKEA,11987.8,2010.8,30
Philips,11987.0,2017.8,42
Budweiser,11986.0,2011.7,28
Google,11984.5000000004,2005.9,21
NESCAFÉ,11980.8,2003.8,21
Pepsi,11979.3,2003.7,21
Audi,11978.2,2016.8,38
UPS,11968.0,2010.2,29
Canon,11966.2,2011.8,28
NESCAFÉ,11961.8,2004.2,21
Budweiser,11958.7,2009.3,27
IKEA,11957.4999999999,2011.1,30
Sony,11956.9999999998,2004.4,21
J.P. Morgan,11956.0,2013.5,34
Audi,11955.8,2016.7,38
J.P. Morgan,11954.0,2011.5,29
Oracle,11953.5,2006.5,24
HSBC,11953.2000000001,2014.8,37
Sony,11953.0,2009.0,27
SAP,11952.3999999999,2007.8,28
Pepsi,11950.4,2003.6,20
Budweiser,11948.0,2011.8,29
Budweiser,11946.1999999999,2012.1,29
HSBC,11941.5,2012.7,32
Nissan,11941.3999999999,2017.6,39
Oracle,11938.3999999999,2001.4,20
Sony,11937.4000000001,2006.2,23
NESCAFÉ,11936.4,2003.9,21
Canon,11934.8,2011.7,29
Audi,11933.4,2016.6,38
Volkswagen,11929.3999999999,2017.6,40
Kellogg's,11928.8,2011.8,30
Philips,11928.5,2017.7,42
NESCAFÉ,11926.9,2004.1,21
IKEA,11925.3999999999,2010.9,30
Canon,11925.0000000001,2012.1,30
Pepsi,11921.5,2003.5,20
Hyundai,11920.0,2015.5,38
Budweiser,11916.8,2009.2,27
NESCAFÉ,11916.5999999999,2014.6,37
Audi,11911.0,2016.5,38
Budweiser,11910.0,2011.9,30
NESCAFÉ,11909.8,2011.2,30
Accenture,11909.7000000001,2015.9,37
Canon,11903.4,2011.6,29
UPS,11902.1,2008.7,28
Volkswagen,11898.7999999999,2013.3,33
Ford,11897.2000000002,2005.6,21
UPS,11896.9999999999,2010.1,29
Kellogg's,11896.2,2015.8,38
IKEA,11894.9000000001,2008.9,27
Budweiser,11894.0,2003.0,20
Sony,11893.3000000001,2009.1,27
Pepsi,11892.6,2003.4,20
Nike,11892.4000000001,2006.9,25
NESCAFÉ,11892.0,2004.0,21
Budweiser,11889.2,2003.1,20
Audi,11888.6,2016.4,38
Hermès,11888.5,2015.5,39
Budweiser,11884.4,2003.2,20
UPS,11882.9000000001,2006.9,26
Volkswagen,11879.6000000001,2015.6,39
Budweiser,11879.6,2003.3,20
Budweiser,11878.0,2005.0,22
Budweiser,11874.9,2009.1,28
Budweiser,11874.8,2004.9,22
Budweiser,11874.8,2003.4,21
Nissan,11873.5,2017.5,39
Budweiser,11872.0,2012.0,30
Canon,11872.0,2011.5,30
Budweiser,11871.6,2004.8,22
Samsung,11870.1999999998,2003.6,21
Budweiser,11870.0,2003.5,21
Philips,11869.9999999999,2017.6,41
Budweiser,11868.4,2004.7,22
Oracle,11867.0,2001.5,20
Audi,11866.2,2016.3,38
Budweiser,11865.2,2003.6,22
Budweiser,11865.2,2004.6,22
Zara,11864.9999999999,2013.8,36
Pepsi,11863.7,2003.3,21
IKEA,11863.0,2011.0,30
Budweiser,11862.0,2004.5,21
Volkswagen,11861.5,2017.5,40
HSBC,11860.9999999999,2012.6,32
Budweiser,11860.4,2003.7,22
Kellogg's,11859.2,2011.7,30
Budweiser,11858.8,2004.4,22
J.P. Morgan,11857.4000000001,2011.6,30
Budweiser,11856.4,2005.1,22
J.P. Morgan,11856.0000000001,2013.4,34
Budweiser,11855.6,2003.8,22
Budweiser,11855.6,2004.3,22
Ford,11854.8000000001,2015.2,37
Oracle,11854.6000000001,2006.4,24
Budweiser,11852.4,2004.2,22
Budweiser,11850.8,2003.9,22
Budweiser,11849.2,2004.1,22
Budweiser,11846.0,2004.0,22
Audi,11843.8,2016.2,38
Apple,11843.0999999999,2007.3,27
Canon,11840.6,2011.4,30
Budweiser,11839.5,2002.9,20
Pepsi,11834.8,2003.2,21
Budweiser,11834.8,2005.2,22
Sony,11833.6,2009.2,28
eBay,11833.0000000002,2012.4,31
Budweiser,11833.0,2009.0,28
NESCAFÉ,11831.5,2014.5,37
Amazon,11830.1000000001,2010.7,30
HSBC,11826.5,2008.5,29
UPS,11826.0,2010.0,29
Audi,11821.4,2016.1,38
Canon,11821.0,2012.2,30
Pampers,11817.6999999999,2012.3,30
Sony,11816.1999999999,2006.1,22
HSBC,11816.0999999998,2006.1,23
SAP,11814.6000000001,2007.7,28
Budweiser,11813.2,2005.3,22
Philips,11811.5,2017.5,41
Canon,11809.2,2011.3,30
NESCAFÉ,11807.2,2011.3,31
Pepsi,11805.9,2003.1,21
Nissan,11805.6000000001,2017.4,39
HSBC,11804.5999999999,2014.9,37
Kellogg's,11803.5999999999,2015.9,38
UPS,11802.8,2009.9,29
UPS,11799.4,2008.8,28
Audi,11799.0,2016.0,38
Oracle,11795.6000000001,2001.6,20
Hyundai,11794.6000000001,2015.4,38
Volkswagen,11793.6000000001,2017.4,40
Budweiser,11793.5,2008.9,28
HSBC,11792.0,2011.0,31
Budweiser,11791.6,2005.4,22
Kellogg's,11789.5999999999,2011.6,31
Accenture,11786.3999999999,2015.8,39
IKEA,11785.8,2008.8,29
Budweiser,11785.0,2002.8,20
Nike,11781.8,2006.8,25
HSBC,11780.5,2012.5,32
UPS,11779.6,2009.8,28
Canon,11777.8,2011.2,31
Pepsi,11777.0,2003.0,21
Sony,11773.9,2009.3,28
Budweiser,11770.0,2005.5,22
Goldman Sachs,11769.0,2018.0,44
HSBC,11768.9,2010.9,31
Volkswagen,11768.6999999999,2015.7,39
J.P. Morgan,11761.1999999999,2009.8,29
J.P. Morgan,11760.8,2011.7,31
Sony,11756.5,2004.5,22
UPS,11756.4,2009.7,28
J.P. Morgan,11756.0,2013.3,34
Oracle,11755.7,2006.3,24
Budweiser,11754.0,2008.8,30
Philips,11753.0000000001,2017.4,41
UPS,11752.7999999999,2006.8,26
Gucci,11752.7999999997,2017.6,42
HSBC,11750.6,2011.1,31
Budweiser,11748.4,2005.6,22
NESCAFÉ,11746.4000000001,2014.4,37
Canon,11746.4,2011.1,32
HSBC,11745.8,2010.8,31
Nissan,11737.7,2017.3,39
Zara,11734.5000000001,2013.7,36
UPS,11733.2,2009.6,28
Budweiser,11730.5,2002.7,20
Budweiser,11726.8,2005.7,21
Volkswagen,11725.7,2017.3,40
Oracle,11724.2,2001.7,20
HSBC,11722.7,2010.7,31
Kellogg's,11720.0,2011.5,31
Canon,11717.0,2012.3,31
Ford,11716.3999999999,2015.1,37
Canon,11715.0,2011.0,32
Budweiser,11714.5,2008.7,29
Sony,11714.1999999999,2009.4,28
Kellogg's,11711.0,2016.0,39
UPS,11710.0,2009.5,28
HSBC,11709.2,2011.2,32
Budweiser,11705.2,2005.8,21
NESCAFÉ,11704.5999999999,2011.4,31
Facebook,11702.1999999994,2013.6,35
Canon,11702.0,2014.0,37
HSBC,11700.0000000001,2012.4,32
Hermès,11699.6000000002,2015.4,39
HSBC,11699.6,2010.6,30
Samsung,11699.5,2003.5,22
UPS,11696.6999999999,2008.9,29
Sony,11695.0,2006.0,22
Philips,11694.5,2017.3,41
Canon,11692.0,2010.9,32
Ford,11686.8999999999,2005.7,22
UPS,11686.8,2009.4,29
Budweiser,11683.6,2005.9,22
Goldman Sachs,11678.5000000001,2017.9,43
SAP,11676.7999999999,2007.6,28
IKEA,11676.7,2008.7,30
HSBC,11676.5,2010.5,30
Budweiser,11676.0,2002.6,20
Budweiser,11675.0,2008.6,29
Nike,11671.2,2006.7,25
Nissan,11669.8,2017.2,39
Hyundai,11669.1999999999,2015.3,38
Canon,11669.0,2010.8,32
HSBC,11667.8,2011.3,32
J.P. Morgan,11664.2,2011.8,31
UPS,11663.6,2009.3,29
Accenture,11663.1000000001,2015.7,40
Budweiser,11662.0,2006.0,23
NESCAFÉ,11661.3,2014.3,37
Budweiser,11661.0,2006.1,24
Budweiser,11660.0,2006.2,24
Canon,11659.6,2014.1,37
Budweiser,11659.0,2006.3,25
Budweiser,11658.0,2006.4,25
Volkswagen,11657.8000000001,2015.8,40
Volkswagen,11657.8,2017.2,40
Budweiser,11657.0,2006.5,25
Oracle,11656.8,2006.2,25
J.P. Morgan,11656.0,2013.2,33
Budweiser,11656.0,2006.6,25
HSBC,11656.0,2015.0,37
Budweiser,11655.0,2006.7,26
Sony,11654.5,2009.5,29
Budweiser,11654.0,2006.8,27
HSBC,11653.4,2010.4,30
Budweiser,11653.0,2006.9,27
HP,11652.9999999988,2015.9,39
Oracle,11652.8,2001.8,20
Budweiser,11652.0,2007.0,27
Audi,11651.9000000001,2015.9,40
Kellogg's,11650.4000000001,2011.4,32
Canon,11646.0,2010.7,32
Pampers,11643.8000000001,2012.2,31
UPS,11640.4,2009.2,29
Volkswagen,11639.2000000001,2013.2,34
Kellogg's,11637.1000000001,2016.1,39
Philips,11636.0,2017.2,41
Budweiser,11635.5,2008.5,30
Canon,11630.7000000001,2013.9,37
Budweiser,11630.6,2007.1,27
HSBC,11630.3,2010.3,30
HSBC,11626.4,2011.4,33
Canon,11623.0,2010.6,31
UPS,11622.7000000001,2006.7,27
HSBC,11622.0,2006.0,24
Budweiser,11621.5,2002.5,20
HSBC,11619.5,2012.3,32
Canon,11617.2,2014.2,37
UPS,11617.2,2009.1,29
Canon,11612.9999999999,2012.4,33
eBay,11611.4999999999,2012.3,33
Budweiser,11609.2,2007.2,27
HSBC,11607.2,2010.2,30
Zara,11603.9999999999,2013.6,36
NESCAFÉ,11602.0,2011.5,32
Nissan,11601.8999999999,2017.1,39
Sony,11600.9000000001,2005.9,23
Canon,11600.0,2010.5,31
Budweiser,11596.0,2008.4,30
Sony,11594.8000000001,2009.6,29
UPS,11594.0,2009.0,29
Google,11592.9999999998,2005.8,22
Volkswagen,11589.8999999999,2017.1,40
Goldman Sachs,11588.0,2017.8,43
Budweiser,11587.8,2007.3,28
HSBC,11585.0,2011.5,33
HSBC,11584.1,2010.1,30
Oracle,11581.3999999999,2001.9,20
Kellogg's,11580.8,2011.3,33
Ford,11578.0,2015.0,38
Philips,11577.4999999999,2017.1,41
Canon,11577.0,2010.4,31
Citi,11577.0,2018.0,45
NESCAFÉ,11576.2,2014.2,38
Canon,11574.8,2014.3,38
Apple,11574.4000000001,2007.2,28
J.P. Morgan,11567.5999999999,2011.9,31
IKEA,11567.5999999999,2008.6,30
Budweiser,11567.0,2002.4,20
Budweiser,11566.4,2007.4,28
HSBC,11563.2000000002,2008.6,31
Kellogg's,11563.2,2016.2,39
HSBC,11561.0,2010.0,30
Nike,11560.5999999999,2006.6,26
Canon,11559.4,2013.8,37
Oracle,11557.8999999999,2006.1,25
Budweiser,11556.5,2008.3,30
Sony,11556.0000000002,2004.6,23
J.P. Morgan,11555.9999999999,2013.1,33
Canon,11554.0,2010.3,31
Volkswagen,11546.8999999999,2015.9,41
Budweiser,11545.0,2007.5,28
Hyundai,11543.8000000001,2015.2,38
HSBC,11543.6,2011.6,32
Accenture,11539.7999999999,2015.6,40
HSBC,11539.0,2012.2,32
SAP,11539.0,2007.5,29
HSBC,11536.2000000001,2015.1,38
Sony,11535.1,2009.7,29
Nissan,11534.0,2017.0,39
Canon,11532.4,2014.4,38
Canon,11531.0,2010.2,31
Samsung,11528.8000000002,2003.4,22
Budweiser,11523.6,2007.6,29
Volkswagen,11522.0,2017.0,40
Amazon,11520.7999999997,2010.6,32
Philips,11519.0,2017.0,41
Budweiser,11517.0,2008.2,30
Volkswagen,11513.4,2016.9,39
Budweiser,11512.5,2002.3,20
Kellogg's,11511.2,2011.2,33
Hermès,11510.6999999999,2015.3,39
Oracle,11510.0,2002.0,20
Canon,11509.0,2012.5,33
Canon,11508.0,2010.1,31
Ford,11507.8000000001,2014.9,38
Sony,11506.8,2005.8,23
Volkswagen,11504.8,2016.8,39
Audi,11504.7999999999,2015.8,41
HSBC,11502.7000000001,2005.9,24
Budweiser,11502.2,2007.7,29
HSBC,11502.2,2011.7,32
Philips,11500.7,2016.9,40
NESCAFÉ,11499.4000000001,2011.6,33
Morgan Stanley,11498.0,2004.0,23
Goldman Sachs,11497.5,2017.7,43
Volkswagen,11496.2,2016.7,39
UPS,11492.5999999999,2006.6,27
NESCAFÉ,11491.0999999999,2014.1,38
Canon,11490.0,2014.5,38
Kellogg's,11489.3,2016.3,39
Canon,11488.1,2013.7,37
Volkswagen,11487.6,2016.6,39
Nissan,11487.2,2016.9,41
Oracle,11485.3,2002.1,20
Canon,11485.0,2010.0,31
J.P. Morgan,11484.8000000001,2009.7,30
Philips,11482.4,2016.8,40
Budweiser,11480.8,2007.8,29
Citi,11479.2000000001,2017.9,44
Volkswagen,11479.0,2016.5,39
Budweiser,11477.5,2008.1,30
Ford,11476.6000000001,2005.8,24
Sony,11475.4,2009.8,30
Zara,11473.5,2013.5,35
J.P. Morgan,11471.0,2012.0,31
Volkswagen,11470.4,2016.4,39
Pampers,11469.8999999998,2012.1,31
J.P. Morgan,11469.5,2012.1,32
J.P. Morgan,11468.0,2012.2,33
J.P. Morgan,11466.5,2012.3,34
J.P. Morgan,11465.0,2012.4,34
Philips,11464.1,2016.7,40
J.P. Morgan,11463.5,2012.5,34
J.P. Morgan,11462.0,2012.6,33
Volkswagen,11461.8,2016.3,40
HSBC,11460.8,2011.8,32
Oracle,11460.6,2002.2,20
J.P. Morgan,11460.5,2012.7,33
Budweiser,11459.4,2007.9,29
J.P. Morgan,11459.0,2012.8,33
Oracle,11459.0,2006.0,25
IKEA,11458.5,2008.5,31
HSBC,11458.4999999999,2012.1,33
Budweiser,11458.0,2002.2,21
J.P. Morgan,11457.5,2012.9,33
J.P. Morgan,11456.0,2013.0,33
HSBC,11455.9000000001,2009.9,30
Gucci,11455.5,2017.5,42
Volkswagen,11453.2,2016.2,40
Nike,11450.0,2006.5,26
Canon,11447.6,2014.6,38
Philips,11445.8,2016.6,40
Volkswagen,11444.6,2016.1,40
Kellogg's,11441.5999999999,2011.1,33
Nissan,11440.4,2016.8,41
Budweiser,11438.0,2008.0,30
Ford,11437.6,2014.8,38
Volkswagen,11436.0,2016.0,40
Oracle,11435.9,2002.3,21
J.P. Morgan,11433.0,2007.0,28
Philips,11427.5,2016.5,40
HSBC,11419.4,2011.9,32
Hyundai,11418.3999999999,2015.1,39
Morgan Stanley,11417.3000000001,2003.9,23
Canon,11416.7999999999,2013.6,37
Accenture,11416.5,2015.5,40
HSBC,11416.3999999999,2015.2,39
Sony,11415.6999999999,2009.9,31
Kellogg's,11415.3999999999,2016.4,40
Sony,11412.7,2005.7,23
Oracle,11411.2,2002.4,21
Philips,11409.2,2016.4,41
Goldman Sachs,11406.9999999999,2017.6,43
NESCAFÉ,11406.0,2014.0,38
Canon,11405.2,2014.7,38
Canon,11405.0000000001,2012.6,34
Budweiser,11403.5,2002.1,21
Oracle,11401.8000000001,2005.9,25
SAP,11401.2000000001,2007.4,29
NESCAFÉ,11396.8,2011.7,33
Nissan,11393.6,2016.7,41
Philips,11390.9,2016.3,41
eBay,11390.0000000001,2012.2,34
Oracle,11386.5,2002.5,21
HSBC,11383.3999999999,2005.8,25
Citi,11381.4,2017.8,44
Canon,11380.6000000001,2009.9,32
Volkswagen,11379.5999999998,2013.1,34
HSBC,11378.0,2012.0,32
Philips,11372.6,2016.2,41
Kellogg's,11372.0,2011.0,33
Ford,11367.4,2014.7,39
J.P. Morgan,11367.0000000001,2007.1,28
Canon,11362.8,2014.8,39
UPS,11362.5,2006.5,27
Oracle,11361.8,2002.6,21
Samsung,11358.0999999999,2003.3,22
Audi,11357.7000000001,2015.7,41
Sony,11356.0,2010.0,32
Sony,11355.4999999999,2004.7,23
Philips,11354.3,2016.1,41
HSBC,11350.8,2009.8,31
IKEA,11349.4000000001,2008.4,31
Budweiser,11349.0,2002.0,21
Nissan,11346.8,2016.6,41
Canon,11345.5,2013.5,36
Oracle,11344.6,2005.8,26
Zara,11343.0000000001,2013.4,35
Kellogg's,11341.5,2016.5,41
Louis Vuitton,11339.5,2004.5,23
Nike,11339.4000000001,2006.4,26
Kellogg's,11338.9,2010.9,33
Oracle,11337.1,2002.7,21
Morgan Stanley,11336.6,2003.8,23
Philips,11336.0,2016.0,41
NESCAFÉ,11330.5000000001,2013.9,38
Morgan Stanley,11325.9000000002,2004.1,23
Hermès,11321.8000000001,2015.2,40
Canon,11320.4,2014.9,39
Sony,11318.5999999999,2005.6,23
Goldman Sachs,11316.5,2017.5,43
Oracle,11312.4,2002.8,21
J.P. Morgan,11310.2000000001,2006.9,28
Kellogg's,11305.8,2010.8,33
Apple,11305.6999999998,2007.1,29
J.P. Morgan,11301.0,2007.2,29
Canon,11301.0,2012.7,34
Nissan,11300.0,2016.5,42
HSBC,11299.8999999999,2008.7,31
Budweiser,11297.9,2001.9,21
Ford,11297.1999999999,2014.6,39
HSBC,11296.6000000001,2015.3,40
Pampers,11296.0,2012.0,33
NESCAFÉ,11294.2,2011.8,33
Accenture,11293.2000000001,2015.4,40
Hyundai,11293.0,2015.0,39
Oracle,11287.7,2002.9,21
Oracle,11287.4,2005.7,24
Citi,11283.6,2017.7,44
Canon,11278.0,2015.0,40
Canon,11276.2,2009.8,32
Canon,11274.2000000001,2013.4,36
Kellogg's,11272.7,2010.7,33
Kellogg's,11267.6000000001,2016.6,42
Ford,11266.2999999998,2005.9,26
HSBC,11264.1000000001,2005.7,25
SAP,11263.3999999999,2007.3,29
Oracle,11263.0,2003.0,22
Canon,11258.3,2015.1,40
Morgan Stanley,11255.9,2003.7,23
NESCAFÉ,11255.0,2013.8,38
Nissan,11253.2,2016.4,42
Budweiser,11246.8,2001.8,21
Citi,11245.9999999991,2008.9,30
HSBC,11245.7,2009.7,31
IKEA,11240.3,2008.3,31
Kellogg's,11239.6,2010.6,33
Pepsi,11238.7000000005,2002.9,22
Canon,11238.6,2015.2,41
J.P. Morgan,11235.0,2007.3,30
UPS,11232.4000000001,2006.4,27
Oracle,11230.2,2003.1,22
Oracle,11230.1999999999,2005.6,24
Nike,11228.8,2006.3,26
Ford,11227.0,2014.5,39
Goldman Sachs,11226.0000000001,2017.4,42
Sony,11224.5,2005.5,23
Canon,11218.9,2015.3,41
Zara,11212.4999999999,2013.3,35
Amazon,11211.5,2010.5,32
Audi,11210.5999999999,2015.6,41
Sony,11208.4000000001,2010.1,32
J.P. Morgan,11208.3999999997,2009.6,30
HSBC,11208.0,2018.0,46
Kellogg's,11206.5,2010.5,33
Nissan,11206.4,2016.3,42
Morgan Stanley,11205.0,2002.0,22
Hyundai,11204.6000000001,2014.9,40
Canon,11202.9,2013.3,36
Google,11201.5000000002,2005.7,26
Canon,11199.2,2015.4,41
Oracle,11197.4,2003.2,22
Canon,11197.0,2012.8,34
Budweiser,11195.7,2001.7,21
Kellogg's,11193.7,2016.7,42
NESCAFÉ,11191.5999999999,2011.9,33
Samsung,11187.4000000001,2003.2,23
J.P. Morgan,11187.3999999999,2006.8,28
Citi,11185.7999999999,2017.6,44
NESCAFÉ,11179.5,2013.7,38
Canon,11179.5,2015.5,41
HSBC,11176.7999999999,2015.4,42
Morgan Stanley,11175.1999999999,2003.6,23
Kellogg's,11173.4,2010.4,32
Oracle,11173.0,2005.5,24
Canon,11171.8,2009.7,32
Accenture,11169.8999999999,2015.3,42
J.P. Morgan,11168.9999999999,2007.4,30
eBay,11168.4999999998,2012.1,34
Oracle,11164.6,2003.3,23
Canon,11159.8,2015.6,42
Nissan,11159.6,2016.2,42
Gucci,11158.2000000003,2017.4,43
Ford,11156.8000000001,2014.4,39
Sony,11155.0000000001,2004.8,23
Morgan Stanley,11153.7999999999,2004.2,23
Morgan Stanley,11153.6,2002.1,22
HSBC,11144.7999999999,2005.6,25
Budweiser,11144.6,2001.6,21
Philips,11142.4000000002,2015.9,42
HSBC,11140.6000000001,2017.9,45
HSBC,11140.5999999999,2009.6,31
Kellogg's,11140.3,2010.3,32
Canon,11140.1,2015.7,42
Goldman Sachs,11135.5,2017.3,42
Hermès,11132.8999999998,2015.1,41
Oracle,11131.8,2003.4,23
Canon,11131.6,2013.2,35
IKEA,11131.2,2008.2,31
Sony,11130.4000000001,2005.4,23
SAP,11125.6000000001,2007.2,30
Canon,11120.4,2015.8,42
Volkswagen,11120.0,2013.0,34
Kellogg's,11119.8,2016.8,42
Nike,11118.2,2006.2,26
AXA,11118.0,2018.0,47
Hyundai,11116.2,2014.8,40
Oracle,11115.8000000001,2005.4,24
AXA,11113.5,2017.9,46
Nissan,11112.8,2016.1,42
AXA,11109.0,2017.8,45
Kellogg's,11107.2,2010.2,32
AXA,11104.5,2017.7,45
NESCAFÉ,11103.9999999999,2013.6,38
J.P. Morgan,11103.0,2007.5,30
UPS,11102.2999999999,2006.3,27
Morgan Stanley,11102.2,2002.2,22
L'Oréal,11102.0,2018.0,48
Canon,11100.7,2015.9,43
AXA,11100.0,2017.6,45
Oracle,11099.0,2003.5,23
AXA,11095.5,2017.5,44
Morgan Stanley,11094.5,2003.5,24
Budweiser,11093.5,2001.5,21
Canon,11092.9999999999,2012.9,34
AXA,11091.0,2017.4,44
NESCAFÉ,11089.0,2012.0,34
Citi,11088.0,2017.5,45
Ford,11086.6,2014.3,39
AXA,11086.5,2017.3,43
Zara,11082.0000000001,2013.2,36
AXA,11082.0,2017.2,42
Canon,11081.0,2016.0,42
AXA,11077.5,2017.1,42
Kellogg's,11074.1,2010.1,33
HSBC,11073.2,2017.8,46
AXA,11073.0,2017.0,42
Canon,11067.3999999999,2009.6,32
Oracle,11066.2,2003.6,24
Nissan,11066.0,2016.0,43
J.P. Morgan,11064.6000000001,2006.7,28
Audi,11063.5,2015.5,42
Sony,11060.7999999999,2010.2,33
Canon,11060.2999999999,2013.1,35
L'Oréal,11059.2,2017.9,47
Oracle,11058.6,2005.3,23
HSBC,11057.0,2015.5,43
Ford,11056.0,2006.0,26
Morgan Stanley,11050.8,2002.3,22
Accenture,11046.6000000001,2015.2,42
Kellogg's,11045.8999999999,2016.9,42
NESCAFÉ,11045.2,2012.1,35
Goldman Sachs,11045.0,2017.2,43
Budweiser,11042.4,2001.4,21
Kellogg's,11041.0,2010.0,33
Facebook,11040.5,2013.5,37
J.P. Morgan,11037.0000000001,2007.6,30
Apple,11037.0,2007.0,29
HSBC,11036.6000000001,2008.8,31
Sony,11036.3,2005.3,24
HSBC,11035.5,2009.5,30
Oracle,11033.4,2003.7,24
